autor,titlu,strofa,text,nr_versuri
Mihai Eminescu,Lasă-ți lumea ta uitată,3,"Printre crengi scânteie stele,
Farmec dând cărării strâmte,
Și afară doar de ele
Nime-n lume nu ne simte.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,4,"Părul tău ți se desprinde
Și frumos ți se mai șede,
Nu zi ba de te-oi cuprinde,
Nime-n lume nu ne vede.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,5,"Tânguiosul bucium sună,
L-ascultăm cu-atâta drag,
Pe când iese dulcea lună
Dintr-o rariște de fag.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,6,"Îi răspunde codrul verde
Fermecat și dureros,
Iară sufletu-mi se pierde
După chipul tău frumos.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,7,"Te desfaci c-o dulce silă,
Mai nu vrei și mai te lași,
Ochii tăi sunt plini de milă,
Chip de înger drăgălaș.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,8,"Iată lacul. Luna plină,
Poleindu-l, îl străbate;
El, aprins de-a ei lumină,
Simte-a lui singurătate.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,9,"Tremurând cu unde-n spume,
Între trestie le farmă
Și visând o-ntreagă lume
Tot nu poate să adoarmă.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,10,"De-al tău chip el se pătrunde
Ca oglinda îl alege -
Ce privești zâmbind în unde?
Ești frumoasă, se-nțelege.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,11,"Înălțimile albastre
Pleacă zarea lor pe dealuri,
Arătând privirii noastre
Stele-n ceruri, stele-n valuri.",4
Mihai Eminescu,Lasă-ți lumea ta uitată,12,"E-un miros de tei în crânguri,
Dulce-i umbra de răchiți,
Și suntem atât de singuri
Și atât de fericiți!",4
Mihai Eminescu,Lasă-ți lumea ta uitată,13,"Numai luna printre ceață
Varsă apelor văpaie,
Și te află strânsă-n brațe,
Dulce dragoste bălaie.",4
Mihai Eminescu,Și dacă...,1,"Și dacă ramuri bat în geam
Și se cutremur plopii,
E ca în minte să te am
Și-ncet să te apropii.",4
Mihai Eminescu,Și dacă...,2,"Și dacă stele bat în lac
Adâncu-i luminându-l,
E ca durerea mea s-o-mpac
Înseninându-mi gândul.",4
Mihai Eminescu,Și dacă...,3,"Și dacă norii deși se duc
De iese-n luciu luna,
E ca aminte să-mi aduc
De tine-ntotdeauna.",4
Mihai Eminescu,Pajul cupidon...,1,"Pajul Cupidon, vicleanul,
Mult e rău și alintat,
Cu copii se hârjonește,
Iar la dame doarme-n pat.",4
Mihai Eminescu,Pajul cupidon...,2,"De lumină ca tâlharii
Se ferește binișor,
Pe ferești se suie noaptea
Dibuind încetișor;",4
Mihai Eminescu,Pajul cupidon...,3,"Cordeluțe și nimicuri,
Iată toate-a lui averi...
Darnic când nu vrei nici una
Și zgârcit dacă le ceri.",4
Mihai Eminescu,Pajul cupidon...,4,"În volumul ros de molii
Cauți noaptea adevăr
Și-ntâlnești lipită-n file
Vița-i galbănă de păr.",4
Mihai Eminescu,Pajul cupidon...,5,"El dă gânduri nențelese
Vrâstei crude și necoapte,
Cu icoane luminoase
O îngână-ntreaga noapte.",4
Mihai Eminescu,Pajul cupidon...,6,"Când de-o sete sufletească
E cuprinsă fata mică -
A dormit cu ea alături
Ca doi pui de turturică.",4
Mihai Eminescu,Pajul cupidon...,7,"E sfios ca și copiii,
Dar zâmbirea-i e vicleană;
Dară galeși îi sunt ochii
Ca și ochii de vădană.",4
Mihai Eminescu,Pajul cupidon...,8,"Gât și umere frumoase,
Sânuri albe și rotunde
El le ține-mbrățișate
Și cu mânile le-ascunde.",4
Mihai Eminescu,Pajul cupidon...,9,"De te rogi frumos de dânsul,
Îndestul e de hain
Vălul alb de peste toate
Să-l înlăture puțin.",4
Mihai Eminescu,Ce te legeni...,1,"- ""Ce te legeni, codrule,
Fără ploaie, fără vânt,
Cu crengile la pământ?""
- ""De ce nu m-aș legăna,
Dacă trece vremea mea!
Ziua scade, noaptea crește
Și frunzișul mi-l rărește.
Bate vântul frunza-n dungă -
Cântăreții mi-i alungă;
Bate vântul dintr-o parte -
Iarna-i ici, vara-i departe.
Și de ce să nu mă plec,
Dacă păsările trec!
Peste vârf de rămurele
Trec în stoluri rândunele,
Ducând gândurile mele
Și norocul meu cu ele.
Și se duc pe rând pe rând,
Zarea lumii-ntunecând,
Și se duc ca clipele,
Scuturând aripele,
Și mă lasă pustiit,
Vestejit și amorțit
Și cu doru-mi singurel,
De mă-ngân numai cu el!""",25
Mihai Eminescu,Melancolie,1,"Părea că printre nouri s-a fost deschis o poartă,
Prin care trece albă regina nopții moartă. -
O, dormi, o, dormi în pace printre făclii o mie
Și în mormânt albastru și-n pânze argintie,
În mausoleu-ți mândru, al cerurilor arc,
Tu adorat și dulce al nopților monarc!
Bogată în întinderi stă lumea-n promoroacă,
Ce sate și câmpie c-un luciu văl îmbracă;
Văzduhul scânteiază și ca unse cu var
Lucesc zidiri, ruine pe câmpul solitar.
Și țintirimul singur cu strâmbe cruci veghează,
O cucuvaie sură pe una se așează,
Clopotnița trosnește, în stâlpi izbește toaca,
Și străveziul demon prin aer când să treacă,
Atinge-ncet arama cu zimții-aripei sale
De-auzi din ea un vaier, un aiurit de jale.
Biserica-n ruină
Stă cuvioasă, tristă, pustie și bătrână,
Și prin fereste sparte, prin uși țiuie vântul -
Se pare că vrăjește și că-i auzi cuvântul -
Năuntrul ei pe stâlpii-i, păreți, iconostas,
Abia conture triste și umbre au rămas;
Drept preot toarce-un greier un gând fin și obscur,
Drept dascăl toacă cariul sub învechitul mur.",24
Mihai Eminescu,Melancolie,2,"Credința zugrăvește icoanele-n biserici -
Și-n sufletu-mi pusese poveștile-i feerici,
Dar de-ale vieții valuri, de al furtunii pas
Abia conture triste și umbre-au mai rămas.
În van mai caut lumea-mi în obositul creier,
Căci răgușit, tomnatec, vrăjește trist un greier;
Pe inima-mi pustie zadarnic mâna-mi țiu,
Ea bate ca și cariul încet într-un sicriu.
Și când gândesc la viața-mi, îmi pare că ea cură
Încet repovestită de o străină gură,
Ca și când n-ar fi viața-mi, ca și când n-aș fi fost.
Cine-i acel ce-mi spune povestea pe de rost
De-mi țin la el urechea - și râd de câte-ascult
Ca de dureri străine?... Parc-am murit de mult.",14
Mihai Eminescu,Rugăciunea unui dac,1,"Pe când nu era moarte, nimic nemuritor,
Nici sâmburul luminii de viață dătător,
Nu era azi, nici mâne, nici ieri, nici totdeuna,
Căci unul erau toate și totul era una;
Pe când pământul, cerul, văzduhul, lumea toată
Erau din rândul celor ce n-au fost niciodată,
Pe-atunci erai Tu singur, încât mă-ntreb în sine-mi:
Au cine-i zeul cărui plecăm a noastre inemi?",8
Mihai Eminescu,Rugăciunea unui dac,2,"El singur zeu stătut-au nainte de-a fi zeii
Și din noian de ape puteri au dat scânteii,
El zeilor dă suflet și lumii fericire,
El este-al omenimei isvor de mântuire:
Sus inimile voastre! Cântare aduceți-i,
El este moartea morții și învierea vieții!",6
Mihai Eminescu,Rugăciunea unui dac,3,"Și el îmi dete ochii să văd lumina zilei,
Și inima-mi împlut-au cu farmecele milei,
În vuietul de vânturi auzit-am a lui mers
Și-n glas purtat de cântec simții duiosu-i viers,
Și tot pe lâng-acestea cerșesc înc-un adaos:
Să-ngăduie intrarea-mi în vecinicul repaos!",6
Mihai Eminescu,Rugăciunea unui dac,4,"Să blesteme pe-oricine de mine-o avea milă,
Să binecuvânteze pe cel ce mă împilă,
S-asculte orice gură, ce-ar vrea ca să mă râdă,
Puteri să puie-n brațul ce-ar sta să mă ucidă,
Ș-acela dintre oameni devină cel întâi
Ce mi-a răpi chiar piatra ce-oi pune-o căpătâi.",6
Mihai Eminescu,Rugăciunea unui dac,5,"Gonit de toată lumea prin anii mei să trec,
Pân' ce-oi simți că ochiu-mi de lacrime e sec,
Că-n orice om din lume un dușman mi se naște,
C-ajung pe mine însumi a nu mă mai cunoaște,
Că chinul și durerea simțirea-mi a-mpietrit-o,
Că pot să-mi blestem mama, pe care am iubit-o -
Când ura cea mai crudă mi s-a părea amor...
Poate-oi uita durerea-mi și voi putea sa mor.",8
Mihai Eminescu,Rugăciunea unui dac,6,"Străin și făr' de lege de voi muri - atunce
Nevrednicu-mi cadavru în uliță l-arunce,
Ș-aceluia, Părinte, să-i dai coroană scumpă,
Ce-o să amuțe cânii, ca inima-mi s-o rumpă,
Iar celui ce cu pietre mă va izbi în față,
Îndură-te, stăpâne, și dă-i pe veci viață!",6
Mihai Eminescu,Rugăciunea unui dac,7,"Astfel numai, Părinte, eu pot să-ți mulțumesc
Că tu mi-ai dat în lume norocul să trăiesc.
Să cer a tale daruri, genunchi și frunte nu plec,
Spre ură și blestemuri aș vrea să te înduplec,
Să simt că de suflarea-ți suflarea mea se curmă
Și-n stingerea eternă dispar fără de urmă!",6
Mihai Eminescu,Pe aceeași ulicioară...,1,"Pe aceeași ulicioară
Bate luna la ferești,
Numai tu de după gratii
Vecinic nu te mai ivești!",4
Mihai Eminescu,Pe aceeași ulicioară...,2,"Și aceiași pomi în floare
Crengi întind peste zaplaz,
Numai zilele trecute
Nu le fac să fie azi.",4
Mihai Eminescu,Pe aceeași ulicioară...,3,"Altul este al tău suflet,
Alții ochii tăi acum,
Numai eu, rămas același,
Bat mereu același drum.",4
Mihai Eminescu,Pe aceeași ulicioară...,4,"Ah, subțire și gingașă
Tu pășeai încet, încet,
Dulce îmi veneai în umbra
Tăinuitului boschet",4
Mihai Eminescu,Pe aceeași ulicioară...,5,"Și lăsându-te la pieptu-mi,
Nu știam ce-i pe pământ,
Ne spuneam atât de multe
Făr-a zice un cuvânt.",4
Mihai Eminescu,Pe aceeași ulicioară...,6,"Sărutări erau răspunsul
La-ntrebări îndeosebi,
Și de alte cele-n lume
N-aveai vreme să întrebi.",4
Mihai Eminescu,Pe aceeași ulicioară...,7,"Și în farmecul vieții-mi
Nu știam că-i tot aceea
De te razimi de o umbră
Sau de crezi ce-a zis femeia.",4
Mihai Eminescu,Pe aceeași ulicioară...,8,"Vântul tremură-n perdele
Astăzi ca și alte dăți,
Numai tu de după ele
Vecinic nu te mai arăți!",4
Mihai Eminescu,"De câte ori, iubito...",1,"De câte ori, iubito, de noi mi-aduc aminte,
Oceanul cel de gheață mi-apare înainte:
Pe bolta alburie o stea nu se arată,
Departe doară luna cea galbenă - o pată;
Iar peste mii de sloiuri de valuri repezite
O pasăre plutește cu aripi ostenite,
Pe când a ei pereche nainte tot s-a dus
C-un pâlc întreg de pasări, pierzându-se-n apus.
Aruncă pe-a ei urmă priviri suferitoare,
Nici rău nu-i pare-acuma, nici bine nu... ea moare,
Visându-se-ntr-o clipă cu anii înapoi.",11
Mihai Eminescu,"De câte ori, iubito...",2,"Suntem tot mai departe deolaltă amândoi,
Din ce în ce mai singur mă-ntunec și îngheț,
Când tu te pierzi în zarea eternei dimineți.",3
Mihai Eminescu,"O, rămâi...",1,"""O, rămâi, rămâi la mine -
Te iubesc atât de mult!
Ale tale doruri toate
Numai eu știu să le-ascult;",4
Mihai Eminescu,"O, rămâi...",2,"În al umbrei întuneric
Te asamăn unui prinț,
Ce se uit-adânc în ape
Cu ochi negri și cuminți;",4
Mihai Eminescu,"O, rămâi...",3,"Și prin vuietul de valuri,
Prin mișcarea naltei ierbi,
Eu te fac s-auzi în taină
Mersul cârdului de cerbi:",4
Mihai Eminescu,"O, rămâi...",4,"Eu te văd răpit de farmec
Cum îngâni cu glas domol,
În a apei strălucire
Întinzând piciorul gol",4
Mihai Eminescu,"O, rămâi...",5,"Și privind în luna plină
La văpaia de pe lacuri,
Anii tăi se par ca clipe,
Clipe dulci se par ca veacuri.""",4
Mihai Eminescu,"O, rămâi...",6,"Astfel zise lin pădurea,
Bolți asupră-mi clătinând -
Șuieram l-a ei chemare
Ș-am ieșit în câmp râzând.",4
Mihai Eminescu,"O, rămâi...",7,"Astăzi chiar de m-aș întoarce
A-nțelege n-o mai pot...
Unde ești, copilărie,
Cu pădurea ta cu tot?",4
Mihai Eminescu,Despărțire,1,"Să cer un semn, iubito, spre-a nu te mai uita?
Te-aș cere doar pe tine, dar nu mai ești a ta;
Nu floarea vestejită din părul tău bălai,
Căci singura mea rugă-i uitării să mă dai.",4
Mihai Eminescu,Despărțire,2,"La ce simțirea crudă a stinsului noroc
Să nu se sting-asemeni, ci-n veci să stea pe loc?
Tot alte unde-i sună aceluiași pârău:
La ce statornicia părerilor de rău,
Când prin această lume să trecem ne e scris
Ca visul unei umbre și umbra unui vis?
La ce de-acu nainte tu grija mea s-o porți?
La ce să măsuri anii ce zboară peste morți?
Totuna-i dacă astăzi sau mâne o să mor,
Când voi să-mi piară urma în mintea tuturor,
Când voi să uiți norocul visat de amândoi.
Trezindu-te, iubito, cu anii înapoi,
Să fie neagră umbra în care-oi fi pierit,
Ca și când niciodată noi nu ne-am fi găsit,
Ca și când anii mândri de dor ar fi deșerți -
Că te-am iubit atâta putea-vei tu să ierți?
Cu fața spre părete, mă lasă prin străini,
Să-nghețe sub pleoape a ochilor lumini,
Și când se va întoarce pământul în pământ,
Au cine o să știe de unde-s, cine sunt?
Cântări tânguitoare prin zidurile reci
Cerși-vor pentru mine repaosul de veci;
Ci eu aș vrea ca unul, venind de mine-aproape,
Să-mi spui al tău nume pe-nchisele-mi pleoape,
Apoi - de vor - m-arunce în margine de drum...
Tot îmi va fi mai bine ca-n ceasul de acum.
Din zare depărtată răsar-un stol de corbi,
Să-ntunece tot cerul pe ochii mei cei orbi,
Răsar-o vijelie din margini de pământ,
Dând pulberea-mi țărânii și inima-mi la vânt...",30
Mihai Eminescu,Despărțire,3,"Ci tu rămâi în floare ca luna lui April,
Cu ochii mari și umezi, cu zâmbet de copil,
Din cât ești de copilă să-ntinerești mereu,
Și nu mai ști de mine, că nu m-oi ști nici eu.",4
Mihai Eminescu,Crăiasa din povești,1,"Neguri albe, strălucite
Naște luna argintie,
Ea le scoate peste ape,
Le întinde pe câmpie;",4
Mihai Eminescu,Crăiasa din povești,2,"S-adun flori în șezătoare
De painjen tort să rumpă,
Și anină-n haina nopții
Boabe mari de piatră scumpă.",4
Mihai Eminescu,Crăiasa din povești,3,"Lângă lac, pe care norii
Au urzit o umbră fină,
Ruptă de mișcări de valuri
Ca de bulgări de lumină,",4
Mihai Eminescu,Crăiasa din povești,4,"Dându-și trestia-ntr-o parte,
Stă copila lin plecată,
Trandafiri aruncă roșii
Peste unda fermecată.",4
Mihai Eminescu,Crăiasa din povești,5,"Ca să vad-un chip, se uită
Cum aleargă apa-n cercuri,
Căci vrăjit de mult e lacul
De-un cuvânt al Sfintei Miercuri;",4
Mihai Eminescu,Crăiasa din povești,6,"Ca să iasă chipu-n față,
Trandafiri aruncă tineri,
Căci vrăjiți sunt trandafirii
De-un cuvânt al Sfintei Vineri.",4
Mihai Eminescu,Crăiasa din povești,7,"Ea se uită... Păru-i galben,
Fața ei lucesc în lună,
Iar în ochii ei albaștri
Toate basmele s-adună.",4
Mihai Eminescu,Odă,1,"Nu credeam să învăț a muri vrodată;
Pururi tânăr, înfășurat în manta-mi,
Ochii mei nălțam visător la steaua
Singurătății.",4
Mihai Eminescu,Odă,2,"Când deodată tu răsăriși în cale-mi,
Suferință tu, dureros de dulce...
Pân-în fund băui voluptatea morții
Nendurătoare.",4
Mihai Eminescu,Odă,3,"Jalnic ard de viu chinuit ca Nessus,
Ori ca Hercul înveninat de haina-i;
Focul meu a-l stinge nu pot cu toate
Apele mării.",4
Mihai Eminescu,Odă,4,"De-al meu propriu vis, mistuit mă vaiet,
Pe-al meu propriu rug, mă topesc în flacări...
Pot să mai renviu luminos din el ca
Pasărea Phoenix?",4
Mihai Eminescu,Odă,5,"Piară-mi ochii turburători din cale,
Vino iar în sân, nepăsare tristă;
Ca să pot muri liniștit, pe mine
Mie redă-mă!",4
Mihai Eminescu,La mijloc de codru des,1,"La mijloc de codru des
Toate păsările ies,
Din huceag de aluniș
La voiosul luminiș,
Luminiș de lângă baltă,
Care-n trestia înaltă
Legănându-se din unde,
În adâncu-i se pătrunde
Și de lună și de soare
Și de păsări călătoare,
Și de lună și de stele
Și de zbor de rândunele
Și de chipul dragei mele.",13
Mihai Eminescu,Venere și madonă,1,"Ideal pierdut în noaptea unei lumi ce nu mai este,
Lume ce gândea în basme și vorbea în poezii,
O! te văd, te-aud, te cuget, tânără și dulce veste
Dintr-un cer cu alte stele, cu-alte raiuri, cu alți zei.",4
Mihai Eminescu,Venere și madonă,2,"Venere, marmură caldă, ochi de piatră ce scânteie,
Braț molatic ca gândirea unui împărat poet,
Tu ai fost divinizarea frumuseții de femeie,
A femeiei, ce și astăzi tot frumoasă o revăd.",4
Mihai Eminescu,Venere și madonă,3,"Rafael, pierdut în visuri ca-ntr-o noapte înstelată,
Sufletu-mbătat de raze și d-eterne primăveri,
Te-a văzut și-a visat raiul cu grădini îmbălsămate,
Te-a văzut plutind regină pintre îngerii din cer",4
Mihai Eminescu,Venere și madonă,4,"Și-a creat pe pânza goală pe Madona Dumnezeie,
Cu diademă de stele, cu surâsul blând, vergin,
Fața pală-n raze blonde, chip de înger, dar femeie,
Căci femeia-i prototipul îngerilor din senin.",4
Mihai Eminescu,Venere și madonă,5,"Astfel eu, pierdut în noaptea unei vieți de poezie,
Te-am văzut, femeie stearpă, fără suflet, fără foc,
Și-am făcut din tine-un înger, blând ca ziua de magie,
Când în viața pustiită râde-o rază de noroc.",4
Mihai Eminescu,Venere și madonă,6,"Am văzut fața ta pală de o bolnavă beție,
Buza ta învinețită de-al corupției mușcat,
Ș-am zvârlit asupră-ți, crudo, vălul alb de poezie
Și paloarei tale raza inocenței eu i-am dat.",4
Mihai Eminescu,Venere și madonă,7,"Ți-am dat palidele raze ce-nconjoară cu magie
Fruntea îngerului-geniu, îngerului-ideal,
Din demon făcui o sântă, dintr-un chicot, simfonie,
Din ochirile-ți murdare, ochiu-aurorei matinal.",4
Mihai Eminescu,Venere și madonă,8,"Dar azi vălul cade, crudo! dismețit din visuri sece,
Fruntea mea este trezită de al buzei tale-ngheț.
Și privesc la tine, demon, și amoru-mi stins și rece,
Mă învață cum asupră-ți eu să caut cu dispreț!",4
Mihai Eminescu,Venere și madonă,9,"Tu îmi pari ca o bacantă, ce-a luat cu-nșelăciune
De pe-o frunte de fecioară mirtul verde de martir,
O fecioar-a cărei suflet era sânt ca rugăciunea,
Pe când inima bacantei e spasmodic, lung delir.",4
Mihai Eminescu,Venere și madonă,10,"O, cum Rafael creat-a pe Madona Dumnezeie,
Cu diadema-i de stele, cu surâsul blând, vergin,
Eu făcut-am zeitate dintr-o palidă femeie,
Cu inima stearpă, rece și cu suflet de venin!",4
Mihai Eminescu,Venere și madonă,11,"Plângi, copilă? - C-o privire umedă și rugătoare
Poți din nou zdrobi și frânge apostat-inima mea?
La picioare-ți cad și-ți caut în ochi negri-adânci ca marea,
Și sărut a tale mâne, și-i întreb de poți ierta.",4
Mihai Eminescu,Venere și madonă,12,"Șterge-ți ochii, nu mai plânge!... A fost crudă-nvinuirea,
A fost crudă și nedreaptă, fără razim, fără fond.
Suflete! de-ai fi chiar demon, tu ești sântă prin iubire,
Și ador pe acest demon cu ochi mari, cu părul blond.",4
Mihai Eminescu,Sonet,1,"Iubind în taină am păstrat tăcere,
Gândind că astfel o să-ți placă ție,
Căci în priviri citeam o vecinicie
De-ucigătoare visuri de plăcere.",4
Mihai Eminescu,Sonet,2,"Dar nu mai pot. A dorului tărie
Cuvinte dă duioaselor mistere;
Vreau să mă-nec de dulcea-nvăpăiere
A celui suflet ce pe al meu știe.",4
Mihai Eminescu,Sonet,3,"Nu vezi că gura-mi arsă e de sete
Și-n ochii mei se vede-n friguri chinu-mi,
Copila mea cu lungi și blonde plete?",3
Mihai Eminescu,Sonet,4,"Cu o suflare răcorești suspinu-mi,
C-un zâmbet faci gândirea-mi să se-mbete.
Fă un sfârșit durerii - vin' la sânu-mi.",3
Mihai Eminescu,Dorința,1,"Vino-n codru la isvorul
Care tremură pe prund,
Unde prispa cea de brazde
Crengi plecate o ascund.",4
Mihai Eminescu,Dorința,2,"Și în brațele-mi întinse
Să alergi, pe piept să-mi cazi,
Să-ți desprind din creștet vălul,
Să-l ridic de pe obraz.",4
Mihai Eminescu,Dorința,3,"Pe genunchii mei ședea-vei,
Vom fi singuri-singurei,
Iar în păr, înfiorate,
O să-ți cadă flori de tei.",4
Mihai Eminescu,Dorința,4,"Fruntea albă-n părul galben
Pe-al meu braț încet s-o culci,
Lăsând pradă gurii mele
Ale tale buze dulci...",4
Mihai Eminescu,Dorința,5,"Vom visa un vis ferice,
Îngâna-ne-vor c-un cânt
Singuratece izvoare,
Blânda batere de vânt;",4
Mihai Eminescu,Dorința,6,"Adormind de armonia
Codrului bătut de gânduri,
Flori de tei deasupra noastră
Or să cadă rânduri-rânduri.",4
Mihai Eminescu,Mortua est!,1,"Făclie de veghe pe umezi morminte,
Un sunet de clopot în orele sfinte,
Un vis ce își moaie aripa-n amar,
Astfeli ai trecut de al lumii otar.",4
Mihai Eminescu,Mortua est!,2,"Trecut-ai când ceru-i câmpie senină,
Cu râuri de lapte și flori de lumină,
Când norii cei negri par sombre palate,
De luna regină pe rând vizitate.",4
Mihai Eminescu,Mortua est!,3,"Te văd ca o umbră de-argint strălucită,
Cu-aripi ridicate la ceruri pornită,
Suind, palid suflet, a norilor schele,
Prin ploaia de raze, ninsoare de stele.",4
Mihai Eminescu,Mortua est!,4,"O rază te-nalță, un cântec te duce,
Cu brațele albe pe piept puse cruce,
Când torsul s-aude l-al vrăjilor caier
Argint e pe ape și aur în aer.",4
Mihai Eminescu,Mortua est!,5,"Văd sufletu-ți candid prin spațiu cum trece;
Privesc apoi lutul rămas... alb și rece,
Cu haina lui lungă culcat în sicriu,
Privesc la surâsu-ți rămas încă viu -",4
Mihai Eminescu,Mortua est!,6,"Și-ntreb al meu suflet rănit de-ndoială,
De ce-ai murit, înger cu fața cea pală,
Au nu ai fost jună, n-ai fost tu frumoasă?
Te-ai dus spre a stinge o stea radioasă?",4
Mihai Eminescu,Mortua est!,7,"Dar poate acolo să fie castele
Cu arcuri de aur zidite din stele,
Cu râuri de foc și cu poduri de-argint,
Cu țărmuri de smirnă, cu flori care cânt;",4
Mihai Eminescu,Mortua est!,8,"Să treci tu prin ele, o sfântă regină,
Cu păr lung de raze, cu ochi de lumină,
În haină albastră stropită cu aur,
Pe fruntea ta pală cunună de laur.",4
Mihai Eminescu,Mortua est!,9,"O, moartea e-un chaos, o mare de stele,
Când viața-i o baltă de vise rebele;
O, moartea-i un secol cu sori înflorit,
Când viața-i un basmu pustiu și urât. -",4
Mihai Eminescu,Mortua est!,10,"Dar poate... o ! capu-mi pustiu cu furtune,
Gândirile-mi rele sugrum cele bune...
Când sorii se sting și când stelele pică,
Îmi vine a crede că toate-s nimică.",4
Mihai Eminescu,Mortua est!,11,"Se poate ca bolta de sus să se spargă,
Să cadă nimicul cu noaptea lui largă,
Să văd cerul negru că lumile-și cerne
Ca prăzi trecătoare a morții eterne...",4
Mihai Eminescu,Mortua est!,12,"Ș-atunci de-ai fi astfel... atunci în vecie
Suflarea ta caldă ea n-o să învie,
Atunci graiu-ți dulce în veci este mut...
Atunci acest înger n-a fost decât lut.",4
Mihai Eminescu,Mortua est!,13,"Și totuși, țărână frumoasă și moartă,
De racla ta razim eu harfa mea spartă
Și moartea ta n-o plâng, ci mai fericesc
O rază fugită din chaos lumesc.",4
Mihai Eminescu,Mortua est!,14,"Ș-apoi... cine știe de este mai bine
A fi sau a nu fi... dar știe oricine
Că ceea ce nu e, nu simte dureri,
Și multe dureri-s, puține plăceri.",4
Mihai Eminescu,Mortua est!,15,"A fi? Nebunie și tristă și goală;
Urechea te minte și ochiul te-nșală ;
Ce-un secol ne zice, ceilalți o deszic.
Decât un vis sarbăd, mai bine nimic.",4
Mihai Eminescu,Mortua est!,16,"Văd vise-ntrupate gonind după vise,
Pân' dau în morminte ce-așteaptă deschise,
Și nu știu gândirea-mi în ce să o stâng :
Să râd ca nebunii? Să-i blestem? Să-i plâng?",4
Mihai Eminescu,Mortua est!,17,"La ce?... Oare totul nu e nebunie?
Au moartea ta, înger, de ce fu să fie?
Au e sens în lume? Tu chip zâmbitor,
Trăit-ai anume ca astfel să mori?
De e sens într-asta, e-ntors și ateu,
Pe palida-ți frunte nu-i scris Dumnezeu.",6
Mihai Eminescu,Noaptea...,1,"Noaptea potolit și vânăt arde focul în cămin;
Dintr-un colț pe-o sofă roșă eu în fața lui privesc,
Pân' ce mintea îmi adoarme, pân' ce genele-mi clipesc;
Lumânarea-i stinsă-n casă... somnu-i cald, molatic, lin.",4
Mihai Eminescu,Noaptea...,2,"Atunci tu prin întuneric te apropii surânzândă,
Albă ca zăpada iernii, dulce ca o zi de vară;
Pe genunchi îmi șezi, iubito, brațele-ți îmi înconjoară
Gâtul... iar tu cu iubire privești fața mea pălindă.",4
Mihai Eminescu,Noaptea...,3,"Cu-ale tale brațe albe, moi, rătunde, parfumate,
Tu grumazul îmi înlănțui, pe-al meu piept capul ți-l culci;
Ș-apoi ca din vis trezită, cu mânuțe albe, dulci,
De pe fruntea mea cea tristă tu dai vițele-ntr-o parte.",4
Mihai Eminescu,Noaptea...,4,"Netezești încet și leneș fruntea mea cea liniștită
Și gândind că dorm, șireato, apeși gura ta de foc
Pe-ai mei ochi închiși ca somnul și pe frunte-mi în mijloc
Și surâzi, cum râde visul într-o inimă-ndrăgită.",4
Mihai Eminescu,Noaptea...,5,"O! desmiardă, pân' ce fruntea-mi este netedă și lină,
O! desmiardă, pân-ești jună ca lumina cea din soare,
Pân-ești clară ca o rouă, pân-ești dulce ca o floare,
Pân' nu-i fața mea zbârcită, pân' nu-i inima bătrână.",4
Mihai Eminescu,Egipetul,1,"Nilul mișcă valuri blonde pe câmpii cuprinși de maur,
Peste el cerul d-Egipet, desfăcut în foc și aur;
Pe-a lui maluri gălbii, șese, stuful crește din adânc,
Flori juvaeruri în aer, sclipesc tainice în soare,
Unele-albe, nalte, fragezi, ca argintul de ninsoare,
Alte roșii ca jeratec, alte-albastre, ochi ce plâng.",6
Mihai Eminescu,Egipetul,2,"Și prin tufele de mături, ce cresc verzi, adânce, dese,
Păsări, îmblânzite-n cuiburi, distind penele alese,
Ciripind cu ciocu-n soare, gugiulindu-se cu-amor.
Înecat de vecinici visuri, răsărit din sfinte-isvoară,
Nilul mișc-a lui legendă și oglinda-i galben-clară
Cătră marea liniștită, ce înecă a lui dor.",6
Mihai Eminescu,Egipetul,3,"De-a lui maluri sunt unite câmpii verzi și țări ferice;
Memphis colo-n depărtare, cu zidirile-i antice,
Mur pe mur, stâncă pe stâncă - o cetate de giganți -
Sunt gândiri arhitectonici de-o grozavă măreție!
Au zidit munte pe munte în antica lor trufie,
I-a-mbrăcat cu-argint ca-n soare să lucească într-un lanț",6
Mihai Eminescu,Egipetul,4,"Și să pară răsărită din visările pustiei,
Din năsipuri argintoase în mișcarea vijeliei,
Ca un gând al mării sfinte, reflectat de cerul cald
Ș-aruncat în depărtare... Colo se ridic trufașe
Și eterne ca și moartea piramidele-uriașe,
Racle ce încap în ele epopeea unui scald.",6
Mihai Eminescu,Egipetul,5,"Se-nserează... Nilul doarme și ies stelele din strungă,
Luna-n mare își aruncă chipul și prin nori le-alungă.
Cine-a deschis piramida și înăuntru a intrat?
Este regele: în haină de-aur roș și pietre scumpe
El intră să vad-acolo tot trecutul. - I se rumpe
A lui suflet când privește peste-a vremurilor vad.",6
